Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Total_Income,Income_to_Loan_Ratio,EMI,Balance_Income
1,0,0,0,0,0.9129637828442994,-0.7322067392656159,-0.4694058323969521,0.4340131972632579,0.41048424142247086,1,1,0.5222276812698707,0.5153912365635729,-0.28687137976986726,0.574491267923286
0,0,0,1,0,-0.9929925464329156,-0.7322067392656159,0.8619610706372239,0.4340131972632579,0.41048424142247086,0,1,-1.198224107060981,-1.0672659931444037,-0.1200035178376034,-1.135634930372158
0,1,3,1,1,-0.6546057626310429,-0.5571649573438643,0.07679597397604317,-0.17948504606940363,0.41048424142247086,2,1,-0.8206048927351653,-0.7506380984587654,-0.15529893492405122,-0.7605940055899731
1,1,0,0,0,-0.18317802109510042,0.07560882278153726,2.2445343930188684,0.4340131972632579,0.41048424142247086,1,1,-0.13417707647179392,-0.7582836698295694,0.053282338784363,-0.14281544759656958
1,1,0,1,0,1.6903444101009826,-0.20662908915431016,0.537653748103258,0.4340131972632579,0.41048424142247086,1,1,1.4406349062351258,0.41709152243144815,-0.16065081753905228,1.4368954071778026
1,1,3,1,0,-1.2534966577724524,0.674459776953111,-1.13508928391404,1.6610096839285808,0.41048424142247086,0,1,-0.8534251306222486,-0.2974315954226527,-0.41140182558897953,-0.7324100506448192
1,1,0,1,0,-0.6353933261880793,2.555141247833325,-0.6913003162359814,0.4340131972632579,0.41048424142247086,0,1,0.47989703354050767,0.7018749092099592,-0.31468269009191124,0.5398997772013631
1,1,2,1,0,-0.999190106575807,-0.11164517648359229,-0.6571627033376692,0.4340131972632579,0.41048424142247086,2,1,-0.9479697931719713,-0.6474018413622057,-0.31040402696544295,-0.8479225505387309
1,1,1,1,0,-0.9496096254326755,-0.11164517648359229,0.14507119977266758,0.4340131972632579,0.41048424142247086,2,1,-0.9032149233259487,-0.8174054185386141,-0.2098554434934378,-0.8280347136173708
1,1,1,0,0,0.7454230736481341,5.397421758418045,-0.4181994130494838,0.4340131972632579,0.41048424142247086,0,1,2.8981518342205947,2.39804798816974,-0.28045338508016476,2.8806078748069632
0,0,2,1,0,-0.5936630878926104,-0.7322067392656159,-0.9814700258716352,-2.878877316733114,0.41048424142247086,2,1,-0.8377609261761406,-0.382945560980871,1.2600387997643627,-1.109178729463736
1,1,1,1,0,-1.1892486176244779,-0.45313495775212564,0.4523097158574774,-0.17948504606940363,0.41048424142247086,1,1,-1.2603214889723373,-1.070868102114693,-0.09885185427552748,-1.2009075954178714
1,1,0,1,0,-0.3672455573389763,1.7296858162901814,0.9643739093321605,0.4340131972632579,0.41048424142247086,1,1,0.3816227985036164,-0.3086923461730564,-0.10716752845819844,0.39578470424097095
1,1,3,0,0,2.711908906987589,0.052993605478985385,-0.24751134855792278,-3.124276614066179,0.41048424142247086,2,1,2.469810434069287,1.7932496038331824,7.128545510298913,0.7270382171904692
1,1,3,1,0,-1.0756266816714681,0.29361951757813737,0.042658361077730966,0.4340131972632579,0.41048424142247086,1,1,-0.8498820367594384,-0.7626444940243018,-0.22269143287284268,-0.77322475821094
1,0,2,0,0,0.21243290135947,-0.7322067392656159,-0.8961259936258547,-0.17948504606940363,0.41048424142247086,1,1,-0.11012133392955678,0.3376835539211469,-0.30154818933158994,-0.036237179192827776
1,1,1,1,0,1.6816678259009346,-0.4657994794415547,-0.5888874775410449,0.4340131972632579,0.41048424142247086,0,1,1.325950552254693,1.341951462197097,-0.3018467007125063,1.3586209148143815
1,0,0,1,0,-0.2910155675814115,-0.7322067392656159,-0.17923612276129838,0.4340131972632579,0.41048424142247086,2,1,-0.5645697414910444,-0.5038184684015881,-0.2505027431948867,-0.4895922948720766
1,0,0,0,0,2.448306015576606,-0.7322067392656159,0.41817210295916524,-0.7929832894020651,-2.4361471137957738,2,0,1.9081368175017035,0.7573011593448303,0.0033320536959041145,1.8525008007866535
1,1,0,1,0,-0.6603901520977415,0.33704073479903696,0.09386478042519927,0.4340131972632579,0.41048424142247086,2,1,-0.4571580538605903,-0.518330070380658,-0.21627343818314024,-0.39329583000481655
0,1,0,0,1,1.4579359047425535,-0.20662908915431016,-0.4352682194986399,0.4340131972632579,0.41048424142247086,2,1,1.230846453831895,1.0648106308666359,-0.28259271664339897,1.2617354408516201
1,1,1,1,0,1.0679027864165855,-0.41242756660753227,-0.4694058323969521,1.6610096839285808,0.41048424142247086,1,1,0.7939270369600995,0.7415072969366384,-0.3487830125353961,0.8528992652071109
1,1,1,1,1,-0.27882703263372505,0.7368777767081541,-0.17923612276129838,-2.388078722066985,0.41048424142247086,2,1,0.05211506926227509,-0.05570590853370305,0.6733864688427517,-0.10730423147870502
0,1,0,1,0,-0.9870015716281205,0.09234408358542565,1.9031582640357463,0.4340131972632579,0.41048424142247086,2,1,-0.8528656947491733,-0.9898235218623987,0.010495707519679934,-0.830809177244392
0,0,0,0,0,-0.8151225703319311,-0.7322067392656159,-1.4593966064480062,1.6610096839285808,0.41048424142247086,0,1,-1.037666011488375,-0.2807141632518231,-0.44190842682021253,-0.9042000845847878
1,1,1,1,0,-1.1911078856673454,-0.4164983057219916,-0.17923612276129838,0.4340131972632579,0.41048424142247086,2,1,-1.2468950280185305,-0.9996285248142252,-0.2505027431948867,-1.1523022822986086
1,0,0,1,0,0.27626777083125187,-0.7322067392656159,-0.12802970341383008,0.4340131972632579,0.41048424142247086,2,1,-0.052499439002802704,-0.15716496415049425,-0.2440847485051842,0.006252017852489184
1,1,3,1,0,0.1533494946639049,-0.5173621748913729,-0.3840618001511716,-1.4064815327347266,0.41048424142247086,0,1,-0.07487687392581399,-0.03530696522285816,-0.01874576368165323,-0.06832811901177022
1,0,1,0,0,-0.1945402146904014,-0.7322067392656159,-0.16216731631214226,0.4340131972632579,-2.4361471137957738,1,0,-0.47748422391565887,-0.44685649599176724,-0.24836341163165251,-0.40551199905623436
1,1,0,0,0,-0.34286848744360326,1.6559602078838624,-0.6913003162359814,-0.7929832894020651,-2.4361471137957738,2,0,0.37323126040748716,0.6020082758193843,-0.20496427464969497,0.4105694812237367
1,1,0,0,0,1.3054759252274242,0.6622475596097329,0.5205849416541019,0.4340131972632579,-2.4361471137957738,0,0,1.4514506664479145,0.4328844813564784,-0.16279014910228642,1.447901950224745
1,1,1,1,0,-0.012331946489392993,-0.23557656730157658,-1.1009516710157279,0.4340131972632579,0.41048424142247086,1,1,-0.10825654768597251,0.5846363701858839,-0.36602664760953085,-0.019304655329578462
1,1,0,1,1,-0.6058516228402968,0.28638264804132074,0.16214000622182367,-2.878877316733114,0.41048424142247086,2,1,-0.42881330295810927,-0.5205435645926051,2.658525624627726,-1.0399574688017725
1,0,2,0,0,-0.14041485610914947,-0.7322067392656159,-0.7083691226851375,0.4340131972632579,0.41048424142247086,2,1,-0.4286268243337509,-0.13762283310762427,-0.3168220216551454,-0.3420043761203207
1,1,0,0,1,2.741450610335371,0.17963882237327589,-0.17923612276129838,0.4340131972632579,0.41048424142247086,0,1,2.548690892172902,1.7584250111854516,-0.2505027431948867,2.534169180964478
1,1,0,0,0,0.30622264485522716,-0.10259908956257154,-0.5035434452952643,0.4340131972632579,0.41048424142247086,2,1,0.23411820663610028,0.30290786063375713,-0.29115004289633556,0.29566770763415096
1,1,0,0,0,-0.5135079767112143,-0.37624321892344925,-0.2987177679053911,0.4340131972632579,0.41048424142247086,0,1,-0.6186485425549885,-0.5017528287874453,-0.2654780641375257,-0.5386044742072853
1,1,1,0,0,-0.287503616833773,0.6147556032743741,0.3498968771625408,0.4340131972632579,-2.4361471137957738,2,0,-0.006066261537554269,-0.32260247352283267,-0.18418346473462796,0.03730243004285408
1,1,3,1,0,0.14260705708289306,-0.5639495225346298,-0.19630492921045448,0.4340131972632579,0.41048424142247086,2,1,-0.10378106070137025,-0.16053220129671164,-0.25264207475812084,-0.041548528632944455
1,1,2,1,0,-0.5316874864636959,-0.4155936970298895,0.87902987708638,-2.388078722066985,0.41048424142247086,0,1,-0.6512823018177132,-0.7967053773359295,1.2367102223522435,-0.9225899745751464
1,1,0,0,1,-0.5814745529449238,-0.3834800884602659,1.032649135128785,0.4340131972632579,0.41048424142247086,0,1,-0.6829836679586458,-0.8335750050043166,-0.09861020220526182,-0.6402235945210314
1,1,2,1,1,-0.2633331322764964,-0.18627539358201348,0.14507119977266758,0.4340131972632579,0.41048424142247086,2,1,-0.31450190622639324,-0.44274236255044425,-0.2098554434934378,-0.2562458559224919
1,1,0,1,1,1.590357106462334,1.5804253820933392,0.554722554552414,-0.7929832894020651,0.41048424142247086,2,1,2.087156296885794,0.763089632073395,0.028968524876900922,2.020361668823734
1,0,1,1,0,0.49834700928486186,-0.7322067392656159,2.705392167146083,0.4340131972632579,0.41048424142247086,1,1,0.1479650821825068,-0.7153115364985646,0.11104429099168507,0.11766956034267743
1,1,3,1,0,-0.5250767556446116,0.15747590941677506,-1.1521580903631963,0.4340131972632579,0.41048424142247086,1,1,-0.409046568776116,0.2774462521575851,-0.37244464229923335,-0.3099425138988393
1,1,0,0,0,0.5937894354853901,0.12445769215504932,1.0838555544762531,0.4340131972632579,0.41048424142247086,1,0,0.5873087211709619,-0.2455486678773744,-0.09219220751555943,0.5920456454722633
1,1,3,0,0,-0.24845898793355695,0.07787034451179245,1.8007454253408095,0.4340131972632579,0.41048424142247086,2,1,-0.19217192864726487,-0.725205314580043,-0.0023402818597250286,-0.18609858531207568
1,1,0,1,0,0.0300180478203652,1.7183782076389056,0.2816216513659164,0.4340131972632579,0.41048424142247086,0,1,0.7355592275359116,0.150045935283576,-0.19274079098756455,0.7596147194518218
1,1,0,1,0,-0.050963404713416316,-0.5408820008860269,2.4664288768578975,0.4340131972632579,0.41048424142247086,2,1,-0.26900112188293696,-0.8277861590825857,0.08109364910640697,-0.28028585576920956
1,1,0,1,0,-1.145452525948045,0.7839174286974621,2.210396780120556,0.4340131972632579,-2.4361471137957738,2,0,-0.7107689829880516,-0.9592789193990136,0.04900367565789465,-0.7018282264013769
1,1,3,0,0,-1.2958466520822107,-0.18763230662016658,-0.452337025947796,0.4340131972632579,0.41048424142247086,2,1,-1.2470815066428889,-0.95993037247524,-0.2847320482066331,-1.1444560188875808
0,1,0,1,0,-0.07430754791830742,0.49082421245638974,-0.3840618001511716,0.4340131972632579,0.41048424142247086,2,1,0.13528453572613375,0.13242730576250367,-0.27617472195369647,0.19616330055510525
1,1,2,1,0,-0.7514942861982457,0.4953472559169001,0.38403449006085305,0.4340131972632579,0.41048424142247086,1,1,-0.47412760867720716,-0.607137620297163,-0.17990480160815964,-0.4183066412653293
1,0,0,1,0,-1.0312108339807462,-0.7322067392656159,-0.6571627033376692,0.4340131972632579,-2.4361471137957738,2,0,-1.23272265256729,-0.908973623844895,-0.31040402696544295,-1.124489413288202
1,1,2,1,0,-0.7376530685457882,2.170682553689943,4.326928779815913,0.4340131972632579,0.41048424142247086,1,1,0.22908328377842274,-0.8334846511214732,0.3142807894989295,0.14879322238648626
1,1,0,1,0,0.6646482064524489,-0.4590149142507891,0.6912730061456629,-2.6334780194000498,-2.4361471137957738,2,0,0.4107134639035311,-0.2082053230470176,1.794522876210796,-0.02194116479178774
1,1,0,1,0,0.0422065827680517,1.0955551231266267,-0.11096089696467397,0.4340131972632579,0.41048424142247086,2,1,0.4897804006315043,0.21722518386966966,-0.24194541694195007,0.5324408349332032
1,1,1,1,1,0.4754160367561635,0.04485212725006671,-1.1521580903631963,-1.4064815327347266,0.41048424142247086,0,1,0.44763623152649973,1.3607693071665607,-0.21075372635976816,0.4841932082195157
1,0,1,1,1,0.13248437551617037,-0.7322067392656159,0.09386478042519927,0.4340131972632579,0.41048424142247086,1,1,-0.1822885615562682,-0.33990168538949755,-0.21627343818314024,-0.12632821003577901
1,1,0,1,0,-0.7804162335317391,3.4289932444039297,-1.0156076387699475,1.6610096839285808,0.41048424142247086,2,1,0.7092657415013734,1.4106589291753866,-0.4001625514511569,0.7827212055844491
1,1,0,1,0,0.4812004262228622,0.7015980377161732,0.6571353932473507,0.4340131972632579,0.41048424142247086,2,1,0.7236245955769723,-0.02984977214140599,-0.14567549659641324,0.7369855318508876
0,1,0,1,0,0.2673846012931074,-0.14647261112952217,-1.6130158644904111,0.4340131972632579,0.41048424142247086,1,1,0.18097179869394847,2.2747883524728274,-0.4302065945065554,0.2766603740880932
1,1,3,1,0,-0.33935653669596477,1.026804862526869,1.544713328603468,-2.019979776067388,0.41048424142247086,0,1,0.11700963053900784,-0.5608213590377233,0.9585024768506882,-0.11114001919379471
1,0,1,1,0,-0.2102407003857264,-0.7322067392656159,-0.5206122517444204,0.4340131972632579,0.41048424142247086,1,1,-0.4916565993668993,-0.30299403580534445,-0.2932893744595697,-0.4087410131436681
1,1,2,0,0,0.4999996919896329,-0.15370948066633877,-1.288708541956445,0.4340131972632579,0.41048424142247086,0,1,0.38796307173180294,1.5843059756062616,-0.3895592948051066,0.46816860393805265
1,0,1,1,0,-0.703979658436078,-0.7322067392656159,-0.17923612276129838,0.4340131972632579,0.41048424142247086,2,1,-0.9373405115835409,-0.7746914672452233,-0.2505027431948867,-0.8516467537038988
1,1,2,1,0,0.8869340302441553,0.3112593870741278,-0.14509850986298617,0.4340131972632579,0.41048424142247086,0,1,0.928937560995601,0.5538619597627188,-0.24622408006841837,0.9599766490533262
1,0,0,1,0,0.2456931407929874,-0.7322067392656159,-0.21337373565961057,1.6610096839285808,0.41048424142247086,2,1,-0.08009827540784996,-0.1344790467667029,-0.32469885366863327,-0.001647972478782719
1,1,0,1,0,-0.2532104507097737,0.19366025710085807,1.527644522154312,0.4340131972632579,0.41048424142247086,2,1,-0.14872240917175125,-0.6682650382925497,-0.036569586871471396,-0.1358707594364922
1,1,1,1,0,1.6128749083148397,0.9304640368179982,0.21334642556929198,-3.124276614066179,0.41048424142247086,1,1,1.8395126837378022,0.871492721235751,8.73255049082532,-0.2613076214799995
1,0,0,1,0,-0.9246127995230133,-0.7322067392656159,0.708341812594819,0.4340131972632579,0.41048424142247086,2,1,-1.1364996823983415,-1.024004719743163,-0.13925750190671077,-1.0711695405168984
1,1,0,1,0,-0.553998702978105,3.2430961581769533,-0.3669929937020155,-0.17948504606940363,0.41048424142247086,1,1,0.8370035991868963,0.6763376330525619,-0.2220091211450338,0.8650067405987423
1,1,1,0,1,-0.6715457603549461,0.0941533009696298,0.2645528449167603,-0.17948504606940363,0.41048424142247086,2,1,-0.5673669208564209,-0.6338500419898012,-0.12707539459978934,-0.5212549715612844
1,0,2,1,0,0.042413168106148084,-0.7322067392656159,-1.083882864566572,-2.878877316733114,0.41048424142247086,1,1,-0.2635932417765426,0.3747174913852408,1.1348011736571961,-0.522146607098653
1,1,1,0,1,1.02596596278302,1.0534908189438803,0.09386478042519927,0.4340131972632579,0.41048424142247086,1,1,1.360449097761002,0.661548809204716,-0.21627343818314024,1.3720592526533983
1,0,0,1,0,-0.8074789128223651,-0.7322067392656159,-0.7595755420326059,-0.17948504606940363,0.41048424142247086,1,1,-1.030766302387113,-0.689253326559436,-0.28102197818667224,-0.9352294618951743
1,1,3,1,0,7.516464115095132,3.229074723449371,1.4423004899085314,1.6610096839285808,0.41048424142247086,1,1,8.116196701018112,2.859630193328889,-0.16895462633023345,7.9224973840447905
1,0,0,0,1,-0.6618362494644162,-0.7322067392656159,-0.17923612276129838,0.4340131972632579,0.41048424142247086,2,1,-0.8992988722144217,-0.7470485999295148,-0.2505027431948867,-0.8146987248886453
1,0,0,1,0,0.04468560682520828,-0.7322067392656159,0.537653748103258,0.4340131972632579,0.41048424142247086,0,1,-0.26154197690859987,-0.5246260701193449,-0.16065081753905228,-0.21634776451648163
0,1,3,1,1,-0.252797280033581,0.015452344756749265,0.09386478042519927,0.4340131972632579,-2.4361471137957738,1,0,-0.22182202992025482,-0.36556438390925744,-0.21627343818314024,-0.16472518115751306
1,1,2,1,0,-0.2201567966143527,0.16199895287728544,2.2786720059171803,-2.019979776067388,-2.4361471137957738,1,0,-0.13193933297949278,-0.7613506349975342,1.2329557318596451,-0.41729643929296334
1,1,3,1,0,-0.7242250215695234,-0.1369742198624504,-1.2204333161598206,0.4340131972632579,0.41048424142247086,2,1,-0.7102095471149763,-0.03817759829584142,-0.38100196855216995,-0.6004408967197618
0,1,2,1,0,0.8580120829106619,-0.20255835003985084,-0.2645801550070789,-2.878877316733114,0.41048424142247086,2,1,0.6909908363142475,0.47450332020203895,2.136702182514531,0.1700317339934626
1,0,1,1,0,-0.7521140422125349,-0.7322067392656159,-0.8961259936258547,0.4340131972632579,0.41048424142247086,2,1,-0.9807900310590545,-0.5838131087282488,-0.3403546688507211,-0.8727753227318816
1,1,0,1,0,-1.0659171707809383,0.1520482572641626,-1.44232779999885,-2.388078722066985,0.41048424142247086,1,1,-0.8994853508387801,-0.07334856208519944,0.0010323114281970557,-0.8738692895197385
1,1,0,1,0,-0.8624306127560025,0.9942389496111944,-0.930263606524167,0.4340131972632579,0.41048424142247086,0,1,-0.3685807072903372,0.09430633154625058,-0.34463333197718937,-0.27716220106001727
1,1,3,1,0,1.4566963927139753,-0.18130004577545206,1.2204060060695021,0.4340131972632579,0.41048424142247086,0,1,1.2401703850498162,0.009940882665121763,-0.0750775550096862,1.2221253317461362
1,1,2,1,0,1.131117899874078,-0.1035036982546736,-0.17923612276129838,0.4340131972632579,0.41048424142247086,1,1,0.9783543964505842,0.6173437089031838,-0.2505027431948867,1.0089762856054112
0,0,0,0,1,-1.1231413094336358,-0.7322067392656159,-0.3499241872528594,0.4340131972632579,0.41048424142247086,1,1,-1.3157056404067902,-1.0299596216364426,-0.27189605882722817,-1.2141176329354368
1,1,0,1,0,0.5256162739135842,-0.36312639288796916,0.6742041996965068,-0.17948504606940363,0.41048424142247086,1,1,0.324746818074296,-0.24779938669770768,-0.06549676116503624,0.3307712422674224
1,1,0,1,0,-1.117356919966937,-0.05510713322721259,-0.04268567116804955,-0.17948504606940363,0.41048424142247086,2,1,-1.0313257382601884,-0.8683688008080682,-0.1732593696758542,-0.9610450647917417
1,0,0,0,0,-0.27490191120989377,-0.7322067392656159,0.48644732875578967,0.4340131972632579,0.41048424142247086,1,1,-0.5500244087910872,-0.6736609071621645,-0.16706881222875472,-0.4950318490572781
1,0,2,0,0,-0.8942447548228453,-0.7322067392656159,0.16214000622182367,0.4340131972632579,0.41048424142247086,1,1,-1.1090873246176527,-0.950665735323204,-0.20771611193020362,-1.0284904632366425
1,1,0,1,0,0.6212652854522088,-0.4169506100680426,0.40110329651000914,-1.4064815327347266,0.41048424142247086,2,1,0.38889546485359505,-0.1110255192280073,0.17752904261153094,0.33608188536473976
0,0,0,1,0,0.2347441178738792,-0.7322067392656159,-0.5376810581935766,0.4340131972632579,0.41048424142247086,2,1,-0.08998164249884662,0.051890462958427246,-0.29542870602280386,-0.018111585798826928
1,1,3,1,0,0.7371596601242788,1.3664854264111983,1.032649135128785,-0.17948504606940363,0.41048424142247086,2,1,1.2287951889639523,0.07448062738608173,-0.011615456909627224,1.1961941552288045
1,0,0,0,1,-0.45628383805851663,-0.7322067392656159,-1.0326764452191035,-1.4064815327347266,0.41048424142247086,1,1,-0.7137526409777865,-0.2066770025079411,-0.1808858210542836,-0.6508129327245844
1,1,0,1,0,-0.3893501885152891,1.5211735127606532,-0.2304425421087667,0.4340131972632579,-2.4361471137957738,2,0,0.2757029398680296,0.13883164942665616,-0.25692073788458913,0.3280295932279575
1,1,0,1,0,-0.990513522375759,-0.156423306742645,1.1009243609254094,-0.17948504606940363,0.41048424142247086,2,1,-0.9585990747604016,-0.9707842729142214,-0.001352351337168386,-0.9307243825560466
1,1,0,1,0,-0.8266913492653285,0.7124533420213981,-0.2987177679053911,0.4340131972632579,0.41048424142247086,2,1,-0.45249608825162957,-0.37436389485616073,-0.2654780641375257,-0.3772285248230164
1,1,0,1,0,0.6958425925050025,-0.045156437614089766,-0.5206122517444204,-2.388078722066985,0.41048424142247086,0,1,0.6094996774696148,0.6375362196513458,0.49166912900098014,0.4766727879706865
1,1,0,1,0,0.05088316696809972,0.4483076039275922,3.2686627799682344,0.4340131972632579,0.41048424142247086,0,1,0.2307615913976486,-0.7481076301811933,0.1816422325784121,0.18152938462871188
1,1,0,0,0,-0.1747080222331488,2.23038672736868,1.5959197479509364,0.4340131972632579,0.41048424142247086,0,1,0.7618527135704499,-0.3062384666597366,-0.02801226061853487,0.7465205555817264
1,1,0,1,0,1.1495039949646562,0.010024692604136815,-0.025616864718893448,-0.7929832894020651,0.41048424142247086,0,0,1.0417571287324496,0.540250318012212,-0.07998647764233549,1.0305672347049815
1,1,0,1,0,-0.9264720675658807,1.0828906014371977,-0.8961259936258547,0.4340131972632579,-2.4361471137957738,2,0,-0.38983927046719796,0.041636221735648196,-0.3403546688507211,-0.29881305157728205
1,1,0,0,0,0.4152997033701165,0.28638264804132074,-1.44232779999885,0.4340131972632579,0.41048424142247086,2,1,0.49295053724559756,2.1863609879979,-0.4088132788742139,0.5746533206812475
1,1,3,1,0,-0.8837089025799298,-0.2961853496724156,0.5888601674507262,0.4340131972632579,0.41048424142247086,1,1,-0.9198115208938488,-0.8955922969123423,-0.1542328228493498,-0.8571986912258911
1,0,0,1,1,1.5149534580571549,-0.7322067392656159,1.3569564576627509,0.4340131972632579,0.41048424142247086,1,1,1.0656263926503282,-0.11248460965092147,-0.057962902503812974,1.0485853912882452
1,0,0,1,1,0.22420826563096372,-0.7322067392656159,0.2304152320184481,1.6610096839285808,0.41048424142247086,1,1,-0.09949205234112642,-0.33716196094757434,-0.28295297829957766,-0.030274373182492497
1,1,2,0,0,0.7171208823289298,-0.4680610011718099,-1.288708541956445,-1.4064815327347266,-2.4361471137957738,2,0,0.4543494620034031,1.6779885091689615,-0.24488847528032193,0.49871865471183024
0,1,0,1,0,-0.6810486859073797,0.4483076039275922,-0.008548058269737344,0.4340131972632579,0.41048424142247086,0,1,-0.4299321747042599,-0.46762001320344393,-0.22910942756254515,-0.36384236496179506
1,1,0,0,0,3.097603733213533,0.6522968639966101,-0.5547498646427327,1.6610096839285808,-2.4361471137957738,2,0,3.0650502030213875,2.8068310842842776,-0.35681106549098374,3.060615530327611
1,1,2,1,0,2.6187389195061206,0.8341232111091272,-0.008548058269737344,0.4340131972632579,0.41048424142247086,1,1,2.70775715875064,1.654041569409957,-0.22910942756254515,2.6836455411433784
1,0,0,1,0,0.11058632967795395,-0.7322067392656159,2.534704102654522,-2.388078722066985,0.41048424142247086,0,1,-0.2020552957382615,-0.8118968649679272,2.118039320584835,-0.6929645809606254
1,1,0,1,0,1.015223525202008,1.0218295147203078,0.6912730061456629,0.4340131972632579,0.41048424142247086,1,1,1.337698705589274,0.2796934824414816,-0.1413968334699449,1.332402986106018
0,1,1,1,1,-0.4604155448204443,-0.2274350890726579,0.43524090940832133,0.4340131972632579,0.41048424142247086,1,1,-0.50937206868095,-0.6394375000210787,-0.17348680691845716,-0.45404303723080774
1,1,1,1,1,-0.915729629984869,-0.13380808944009312,-0.19630492921045448,-0.7929832894020651,0.41048424142247086,1,1,-0.8817698815247296,-0.7301064931702297,-0.11203206661858148,-0.8301474907876223
1,1,0,1,0,0.5041313987515605,0.867593732716904,0.2645528449167603,0.4340131972632579,0.41048424142247086,0,1,0.8127613780203007,0.20605104178706815,-0.1948801225507987,0.8350991951371477
